
---------- Begin Simulation Statistics ----------
simSeconds                                   0.020756                       # Number of seconds simulated (Second)
simTicks                                  20755957000                       # Number of ticks simulated (Tick)
finalTick                                 20755957000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    138.76                       # Real time elapsed on the host (Second)
hostTickRate                                149583887                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8518132                       # Number of bytes of host memory used (Byte)
simInsts                                     19741461                       # Number of instructions simulated (Count)
simOps                                       36627664                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   142272                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     263968                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                         20755958                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               1.051389                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.951123                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                        36773311                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      247                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                       65242214                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                   9903                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined               145888                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined            245540                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                  94                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples            20711354                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               3.150070                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.436274                       # Number of insts issued each cycle (Count)
system.cpu.rename.IQFullEvents                    402                       # Number of times rename has blocked due to IQ full (Count)
system.cpu.rename.SQFullEvents                 705247                       # Number of times rename has blocked due to SQ full (Count)
system.cpu.rename.renamedOperands            75234763                       # Number of destination operands rename has renamed (Count)
system.cpu.rename.lookups                   117966439                       # Number of register rename lookups that rename has made (Count)
system.cpu.rename.intLookups                 28310145                       # Number of integer rename lookups (Count)
system.cpu.rename.fpLookups                  17007264                       # Number of floating rename lookups (Count)
system.cpu.rename.committedMaps              74833744                       # Number of HB maps that are committed (Count)
system.cpu.rename.undoneMaps                   401010                       # Number of HB maps that are undone due to squashing (Count)
system.cpu.rename.serializing                      42                       # count of serializing insts renamed (Count)
system.cpu.rename.tempSerializing                  43                       # count of temporary serializing insts renamed (Count)
system.cpu.rename.skidInsts                  19640993                       # count of insts added to the skid buffer (Count)
system.cpu.rename.intReturned                14272620                       # count of registers freed and written back to integer free list (Count)
system.cpu.rename.fpReturned                 16578650                       # count of registers freed and written back to floating point free list (Count)
system.cpu.rob.reads                         54697035                       # The number of ROB reads (Count)
system.cpu.rob.writes                        73564375                       # The number of ROB writes (Count)
system.cpu.thread_0.numInsts                 19741461                       # Number of Instructions committed (Count)
system.cpu.thread_0.numOps                   36627664                       # Number of Ops committed (Count)
system.cpu.thread_0.numMemRefs                5659683                       # Number of Memory References (Count)
system.cpu.workload.numSyscalls                    26                       # Number of system calls (Count)
system.l2bus.transDist::ReadResp              2817430                       # Transaction distribution (Count)
system.l2bus.transDist::WritebackDirty        2853573                       # Transaction distribution (Count)
system.l2bus.transDist::CleanEvict               2009                       # Transaction distribution (Count)
system.l2bus.transDist::ReadExReq               38603                       # Transaction distribution (Count)
system.l2bus.transDist::ReadExResp              38603                       # Transaction distribution (Count)
system.l2bus.transDist::ReadSharedReq         2817430                       # Transaction distribution (Count)
system.l2bus.pktCount_system.cpu.icache.mem_side_port::system.l2cache.cpu_side_port         3566                       # Packet count per connected requestor and responder (Count)
system.l2bus.pktCount_system.cpu.dcache.mem_side_port::system.l2cache.cpu_side_port      8564021                       # Packet count per connected requestor and responder (Count)
system.l2bus.pktCount::total                  8567587                       # Packet count per connected requestor and responder (Count)
system.l2bus.pktSize_system.cpu.icache.mem_side_port::system.l2cache.cpu_side_port        81536                       # Cumulative packet size per connected requestor and responder (Byte)
system.l2bus.pktSize_system.cpu.dcache.mem_side_port::system.l2cache.cpu_side_port    365332864                       # Cumulative packet size per connected requestor and responder (Byte)
system.l2bus.pktSize::total                 365414400                       # Cumulative packet size per connected requestor and responder (Byte)
system.l2bus.snoops                                61                       # Total snoops (Count)
system.l2bus.snoopTraffic                         384                       # Total snoop traffic (Byte)
system.l2bus.snoopFanout::samples             2856094                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::mean                      0                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::stdev                     0                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::underflows                0      0.00%      0.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::0                   2856094    100.00%    100.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::1                         0      0.00%    100.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::2                         0      0.00%    100.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::overflows                 0      0.00%    100.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::min_value                 0                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::max_value                 0                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::total               2856094                       # Request fanout histogram (Count)
system.l2bus.power_state.pwrStateResidencyTicks::UNDEFINED  20755957000                       # Cumulative time (in ticks) in various power states (Tick)
system.l2bus.reqLayer0.occupancy          11418688000                       # Layer occupancy (ticks) (Tick)
system.l2bus.reqLayer0.utilization                0.6                       # Layer utilization (Ratio)
system.l2bus.respLayer0.occupancy             3822999                       # Layer occupancy (ticks) (Tick)
system.l2bus.respLayer0.utilization               0.0                       # Layer utilization (Ratio)
system.l2bus.respLayer1.occupancy          8564277999                       # Layer occupancy (ticks) (Tick)
system.l2bus.respLayer1.utilization               0.4                       # Layer utilization (Ratio)
system.l2bus.snoop_filter.totRequests         5711554                       # Total number of requests made to the snoop filter. (Count)
system.l2bus.snoop_filter.hitSingleRequests      2855521                       # Number of requests hitting in the snoop filter with a single holder of the requested data. (Count)
system.l2bus.snoop_filter.hitMultiRequests            0                       # Number of requests hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
system.l2bus.snoop_filter.totSnoops                 0                       # Total number of snoops made to the snoop filter. (Count)
system.l2bus.snoop_filter.hitSingleSnoops            0                       # Number of snoops hitting in the snoop filter with a single holder of the requested data. (Count)
system.l2bus.snoop_filter.hitMultiSnoops            0                       # Number of snoops hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
system.l2cache.demandHits::cpu.inst               309                       # number of demand (read+write) hits (Count)
system.l2cache.demandHits::cpu.data           2848864                       # number of demand (read+write) hits (Count)
system.l2cache.demandHits::total              2849173                       # number of demand (read+write) hits (Count)
system.l2cache.overallHits::cpu.inst              309                       # number of overall hits (Count)
system.l2cache.overallHits::cpu.data          2848864                       # number of overall hits (Count)
system.l2cache.overallHits::total             2849173                       # number of overall hits (Count)
system.l2cache.demandMisses::cpu.inst             965                       # number of demand (read+write) misses (Count)
system.l2cache.demandMisses::cpu.data            5895                       # number of demand (read+write) misses (Count)
system.l2cache.demandMisses::total               6860                       # number of demand (read+write) misses (Count)
system.l2cache.overallMisses::cpu.inst            965                       # number of overall misses (Count)
system.l2cache.overallMisses::cpu.data           5895                       # number of overall misses (Count)
system.l2cache.overallMisses::total              6860                       # number of overall misses (Count)
system.l2cache.demandMissLatency::cpu.inst     93927000                       # number of demand (read+write) miss ticks (Tick)
system.l2cache.demandMissLatency::cpu.data    557390000                       # number of demand (read+write) miss ticks (Tick)
system.l2cache.demandMissLatency::total     651317000                       # number of demand (read+write) miss ticks (Tick)
system.l2cache.overallMissLatency::cpu.inst     93927000                       # number of overall miss ticks (Tick)
system.l2cache.overallMissLatency::cpu.data    557390000                       # number of overall miss ticks (Tick)
system.l2cache.overallMissLatency::total    651317000                       # number of overall miss ticks (Tick)
